"Certifier Name","Operation Name","Physical Address: Street 1","Physical Address: Street 2","Physical Address: City","Physical Address: State/Province","Physical Address: ZIP/ Postal Code","Broker","Community Supported Agriculture (CSA)","Co-Packer","Dairy","Distributor","Marketer/Trader","Restaurant","Retail Food Establishment","Poultry","Private Labeler","Slaughterhouse","Storage","Grower Group","Data as of Date","Organic Certificate","addresses","lon","lat"
"Quality Certification Services","G.A.S. Distributors","70 Bobwhite Hill",NA,"Leicester","North Carolina","28748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"70 Bobwhite Hill, Leicester, North Carolina, 28748",-82.7255689,35.6142169
"International Certification Services, Inc","Galliher Farm LLC","183 Garwood Rd",NA,"Mocksville","North Carolina","27028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-06,NA,"183 Garwood Rd, Mocksville, North Carolina, 27028",-80.504867,35.886891
"International Certification Services, Inc","Gaster, Chris","232 Holder Rd",NA,"Sanford","North Carolina","27332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-25,NA,"232 Holder Rd, Sanford, North Carolina, 27332",-79.1599901,35.395856
"International Certification Services, Inc","GC And W Hill Farms","6204 Pleasant Grove Church Rd.",NA,"Nashville","North Carolina","27856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-04,NA,"6204 Pleasant Grove Church Rd., Nashville, North Carolina, 27856",-78.0644226,35.9931635
"International Certification Services, Inc","Gentle Harmony Farm, LLC","3354 Friendship Church Rd.",NA,"Lexington","North Carolina","29275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-10-10,NA,"3354 Friendship Church Rd., Lexington, North Carolina, 29275",-80.365202,35.882272
"International Certification Services, Inc","Gold Knob Farms","2991 Providence Church Rd",NA,"Climax","North Carolina","27233",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,NA,"2991 Providence Church Rd, Climax, North Carolina, 27233",-79.7138772,35.8674089
"International Certification Services, Inc","Gray, Brian","5208 Williard RD",NA,"Oak Ridge","North Carolina","27310",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-20,NA,"5208 Williard RD, Oak Ridge, North Carolina, 27310",-79.9947301,36.1481094
"International Certification Services, Inc","Green Acres Farm Inc","5740 Hohn Ct",NA,"High Point","North Carolina","27263",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-20,NA,"5740 Hohn Ct, High Point, North Carolina, 27263",-79.8761238,35.9634084
"Quality Certification Services","Greene's Farms, Inc.","New Way Roa",NA,"Boone","North Carolina","28607",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-20,NA,"New Way Roa, Boone, North Carolina, 28607",-81.6194584,36.1925148
"Ecocert ICO, LLC","GREENOLOGY PRODUCTS, Inc","8305 Falls of Neuse Rd., Ste 206",NA,"Raleigh","North Carolina","27615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-28,NA,"8305 Falls of Neuse Rd., Ste 206, Raleigh, North Carolina, 27615",-78.6201016,35.8957261
"Quality Certification Services","Greentown Farms, Inc.","459 Greentown Road",NA,"Trenton","North Carolina","28585",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"459 Greentown Road, Trenton, North Carolina, 28585",-77.3846235,35.0693322
"International Certification Services, Inc","Gross Farms Enterprises, LLC","1606 Pickett Rd",NA,"Sanford","North Carolina","27332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-05,NA,"1606 Pickett Rd, Sanford, North Carolina, 27332",NA,NA
"Quality Certification Services","Grover William Douglas Jr./Douglas Farm","123 Johnson Cemetery Rd",NA,"Sanford","North Carolina","27332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"123 Johnson Cemetery Rd, Sanford, North Carolina, 27332",-79.1785509,35.3521397
"Quality Certification Services","H & H Farms","189 Nash County Line Rd.",NA,"Castalia","North Carolina","27816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"189 Nash County Line Rd., Castalia, North Carolina, 27816",-78.1002179,36.069911
"Quality Certification Services","H. Frank Grainger Farm","1	2072 Sidney Cherry GroveRd",NA,"Clarendon","North Carolina","28432",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1	2072 Sidney Cherry GroveRd, Clarendon, North Carolina, 28432",-78.8276243,34.1994093
"Quality Certification Services","Ham Farms, Inc.","963 Hwy 258 South",NA,"Snow Hill","North Carolina","28580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-04-05,NA,"963 Hwy 258 South, Snow Hill, North Carolina, 28580",-77.6623441,35.4278426
"Organic Crop Improvement Association","Hampton Farms","101 Vircar St.",NA,"Severn","North Carolina","27877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-20,NA,"101 Vircar St., Severn, North Carolina, 27877",-77.1909902,36.5163534
"Midwest Organic Services Association, Inc.","Harris Teeter Inc Dba Hunter Farms","1900 North Main Street",NA,"High Point","North Carolina","27262",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-04,NA,"1900 North Main Street, High Point, North Carolina, 27262",-80.020393,35.9799997
"Quality Certification Services","Harvey Godfrey/Olde Carthage Farm","2270 US Hwy 15-510",NA,"South Carthage","North Carolina","28327",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"2270 US Hwy 15-510, South Carthage, North Carolina, 28327",-79.1670544,35.7499695
"Quality Certification Services","Hawkeye Indian Cultural Center","5710 Red Springs Rd.",NA,"Red Springs","North Carolina","28377",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"5710 Red Springs Rd., Red Springs, North Carolina, 28377",-79.206384,34.896232
"International Certification Services, Inc","Hawkins, Ken","1885 Poindexter RD",NA,"Hurdle Mills","North Carolina","27541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-19,NA,"1885 Poindexter RD, Hurdle Mills, North Carolina, 27541",-79.0512229,36.301135
"Quality Certification Services","Healing Earth Farm","9417 NC-210",NA,"Rocky Point","North Carolina","28457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"9417 NC-210, Rocky Point, North Carolina, 28457",-77.8115745,34.4470072
"Quality Certification Services","Herbal Innovations, LLC","151 Herbal Ingenuity Way",NA,"Wilkesboro","North Carolina","28697",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"151 Herbal Ingenuity Way, Wilkesboro, North Carolina, 28697",-81.1690265,36.1238884
"Quality Certification Services","Herbal Innovations,LLC","151 Herbal Ingenuity Way",NA,"Wilkesboro","North Carolina","28667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"151 Herbal Ingenuity Way, Wilkesboro, North Carolina, 28667",-81.168937,36.123573
"Quality Certification Services","Herndon Hills Farm, Inc.","7110 Massey Chapel Rd.",NA,"Durham","North Carolina","27713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"7110 Massey Chapel Rd., Durham, North Carolina, 27713",-78.9324705,35.9015664
"Pennsylvania Certified Organic","Herndon Farm","1225 Stout Acres Rd",NA,"Ramseur","North Carolina","27316",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-15,NA,"1225 Stout Acres Rd, Ramseur, North Carolina, 27316",-79.6381022,35.7114669
"International Certification Services, Inc","Hickory Meadows Organics","12675 NC 48",NA,"Whitakers","North Carolina","27891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-20,NA,"12675 NC 48, Whitakers, North Carolina, 27891",-77.8009201,36.127798
"International Certification Services, Inc","Hickory Nut Gap Farm LLC","Sugar Hollow Orchard Dr.",NA,"Fairview","North Carolina","28730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-24,NA,"Sugar Hollow Orchard Dr., Fairview, North Carolina, 28730",-82.3687276,35.5031733
"International Certification Services, Inc","High Farms, Inc","8191 S NC581",NA,"Bailey","North Carolina","27807",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-02-18,NA,"8191 S NC581, Bailey, North Carolina, 27807",-78.10987,35.8404857
"Quality Certification Services","Highfield, LLC","6700 Sharon Church Rd",NA,"Rougemont","North Carolina","27572",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"6700 Sharon Church Rd, Rougemont, North Carolina, 27572",-78.9814278,36.1846438
"Clemson University","Hill-Rivers Organic Peanuts","2253 Heber Hudson Road",NA,"Greenville","North Carolina","27858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-30,NA,"2253 Heber Hudson Road, Greenville, North Carolina, 27858",-77.264133,35.521838
"Ecocert ICO, LLC","Hilltop Farm Of Willow Springs","6612 Kennebec Rd.",NA,"Willow Spring","North Carolina","27592",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-28,NA,"6612 Kennebec Rd., Willow Spring, North Carolina, 27592",-78.7203185,35.6030233
"Quality Certification Services","Hollar And Greene Produce Company, Inc.","590 Oak Grove Church Road",NA,"Mount Airy","North Carolina","27030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"590 Oak Grove Church Road, Mount Airy, North Carolina, 27030",NA,NA
"Global Organic Alliance, Inc","Hooks Poultry","1501 Hook Rd",NA,"Fremont","North Carolina","27830",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,2020-01-02,NA,"1501 Hook Rd, Fremont, North Carolina, 27830",-77.9997492,35.5796911
"Ecocert ICO, LLC","Horner International","3427 Industrial Drive",NA,"Durham","North Carolina","27704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-28,NA,"3427 Industrial Drive, Durham, North Carolina, 27704",-78.859083,36.061259
"International Certification Services, Inc","Huffines, John Gerry","426 Huffines Road",NA,"Burlington","North Carolina","27215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-22,NA,"426 Huffines Road, Burlington, North Carolina, 27215",-79.298261,36.254041
"Global Organic Alliance, Inc","Imperial Frozen Food","3150 Rogers Rd, Suite 212",NA,"Wake Forest","North Carolina","27587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-04,NA,"3150 Rogers Rd, Suite 212, Wake Forest, North Carolina, 27587",-78.520137,35.9498795
"Quality Certification Services","Indigo Run Farms","1590 Hickman Road N.W.",NA,"Calabash","North Carolina","28467",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1590 Hickman Road N.W., Calabash, North Carolina, 28467",-78.6297,33.9278149
"Quality Certification Services","J&J Thompson Farms, Inc.","1625 Forestville Rd.",NA,"Wake Forest","North Carolina","27587",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1625 Forestville Rd., Wake Forest, North Carolina, 27587",-78.5039211,35.9299817
"International Certification Services, Inc","J.B. Rose & Sons Inc","2640 Old Bailey Hwy",NA,"Nashville","North Carolina","28756",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-07-19,NA,"2640 Old Bailey Hwy, Nashville, North Carolina, 28756",-77.98054,35.93939
"International Certification Services, Inc","Jack Winslow Farms, Inc","972 Stamper Siding Rd",NA,"Scotland Neck","North Carolina","27874",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-08-03,NA,"972 Stamper Siding Rd, Scotland Neck, North Carolina, 27874",-77.4013156,36.0661455
"Quality Certification Services","James M. Sander/Wildflower Lane Farm","6531 Wildflower Lane",NA,"Efland","North Carolina","27243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"6531 Wildflower Lane, Efland, North Carolina, 27243",-79.218147,35.985467
"Quality Certification Services","James Marcus Royal","13295 Hobbton Highway",NA,"Newton Grove","North Carolina","28366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-17,NA,"13295 Hobbton Highway, Newton Grove, North Carolina, 28366",-78.3340007,35.197797
"Quality Certification Services","James. M. Blalock","7511 Walnut Grove CH-Rd",NA,"Hurdle Mills","North Carolina","27541",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"7511 Walnut Grove CH-Rd, Hurdle Mills, North Carolina, 27541",-79.089196,36.205108
"International Certification Services, Inc","Jeffrey Boykin","8549 Healthy Plains Church Rd",NA,"Sims","North Carolina","27880",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-15,NA,"8549 Healthy Plains Church Rd, Sims, North Carolina, 27880",-78.132658,35.737559
"International Certification Services, Inc","Jerry Apple & Son Organics","5401 Hwy 150 E",NA,"Browns Summit","North Carolina","27214",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-15,NA,"5401 Hwy 150 E, Browns Summit, North Carolina, 27214",-79.635496,36.22321
"Organic Crop Improvement Association","Jimbo's Jumbos Inc.","PO Box 465 185 Peanut Dr.",NA,"Edenton","North Carolina","27932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-02,NA,"PO Box 465 185 Peanut Dr., Edenton, North Carolina, 27932",-76.590246,36.081213
"International Certification Services, Inc","John Howard Pope Jr & Justin Tyler Pope","6712 Efland-Cedar Grove Rd",NA,"Cedar Grove","North Carolina","27231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-25,NA,"6712 Efland-Cedar Grove Rd, Cedar Grove, North Carolina, 27231",-79.1721533,36.195454
"Quality Certification Services","John Rogers Walker/Walker Farms","1011 Camp Springs Road",NA,"Reidsville","North Carolina","27320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1011 Camp Springs Road, Reidsville, North Carolina, 27320",-79.509118,36.3174295
"Quality Certification Services","John W. Carter III","285 Robert Rd.",NA,"Eagle Springs","North Carolina","27242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"285 Robert Rd., Eagle Springs, North Carolina, 27242",-79.6887083,35.2672391
"International Certification Services, Inc","Johnson, G. Eddie","359 Beth Lane",NA,"Mount Airy","North Carolina","27030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-02,NA,"359 Beth Lane, Mount Airy, North Carolina, 27030",-80.6591013,36.4550559
"Clemson University","Johnston County Organics","2508 C Lee's Union Church Road",NA,"Four Oaks","North Carolina","27542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-30,NA,"2508 C Lee's Union Church Road, Four Oaks, North Carolina, 27542",-78.3905996,35.3726281
"International Certification Services, Inc","Justin Powell","820 E Church St",NA,"Rose Hill","North Carolina","28458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-17,NA,"820 E Church St, Rose Hill, North Carolina, 28458",-78.0175469,34.826577
"International Certification Services, Inc","Kernodle, Tristan","80 Lone Oak Rd",NA,"Burlington","North Carolina","27217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-03,NA,"80 Lone Oak Rd, Burlington, North Carolina, 27217",-79.3602124,36.2812629
"International Certification Services, Inc","Langdon, Hunter","7728 Raleigh Rd",NA,"Benson","North Carolina","27504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-05-04,NA,"7728 Raleigh Rd, Benson, North Carolina, 27504",-78.548942,35.498904
"Global Organic Alliance, Inc","Larry Bolick","2597 Major Hill Rd",NA,"Graham","North Carolina","27253",NA,NA,NA,NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,2019-12-11,NA,"2597 Major Hill Rd, Graham, North Carolina, 27253",-79.3473485,35.8795302
"Quality Certification Services","Larry's Beans Inc.","1507 Gavin St.",NA,"Raleigh","North Carolina","27608",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"1507 Gavin St., Raleigh, North Carolina, 27608",-78.6340806,35.8034902
"International Certification Services, Inc","Lasley Family Farm LLC","1636 Perkinson Rd",NA,"Ruffin","North Carolina","27326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-23,NA,"1636 Perkinson Rd, Ruffin, North Carolina, 27326",-79.5992499,36.5311361
"Quality Certification Services","Lawrence Brothers Farms, LLC","2540 Tar River Rd",NA,"Creedmoor","North Carolina","27522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"2540 Tar River Rd, Creedmoor, North Carolina, 27522",-78.6276607,36.1431172
"Midwest Organic Services Association, Inc.","LC America, Inc.","8221 Tyner Rd.",NA,"Colfax","North Carolina","27235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020-01-02,NA,"8221 Tyner Rd., Colfax, North Carolina, 27235",-79.988882,36.085157
"International Certification Services, Inc","Lemon Farms","245 Lemontree",NA,"Stokesdale","North Carolina","27357",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-04-16,NA,"245 Lemontree, Stokesdale, North Carolina, 27357",-80.018923,36.263396
"Quality Certification Services","Lenny Boy, LLC","2224 Hawkins St.",NA,"Charlotte","North Carolina","28203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"2224 Hawkins St., Charlotte, North Carolina, 28203",-80.8653453,35.2084497
"Quality Certification Services","Looking Back Farms, Inc.","589 Chinquapin Rd",NA,"Tyner","North Carolina","27980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"589 Chinquapin Rd, Tyner, North Carolina, 27980",-76.562276,36.2309539
"Quality Certification Services","Lucy’S Phratry Farm, LLC","485 John Obie",NA,"Roxboro","North Carolina","27574",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"485 John Obie, Roxboro, North Carolina, 27574",-78.899937,36.498028
"International Certification Services, Inc","Lunsford, Edward Ronald","1378 Ridgeville Rd",NA,"Prospect Hill","North Carolina","27314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-06,NA,"1378 Ridgeville Rd, Prospect Hill, North Carolina, 27314",-79.1881605,36.2833112
"International Certification Services, Inc","Lunsford, Garry","1785 Painter Rd",NA,"Prospect Hill","North Carolina","27314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-17,NA,"1785 Painter Rd, Prospect Hill, North Carolina, 27314",-79.169001,36.26328
"International Certification Services, Inc","Lynn S. Holloway","7629 NC 86N",NA,"Hillsborough","North Carolina","27278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-15,NA,"7629 NC 86N, Hillsborough, North Carolina, 27278",-79.1566265,36.2062214
"Quality Certification Services","M & M Plant Farms","6031 Kerr Chapel Road",NA,"Elon","North Carolina","27244",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"6031 Kerr Chapel Road, Elon, North Carolina, 27244",-79.4680579,36.2560703
"International Certification Services, Inc","Mae Belle Organics","470 Melton Bridge Road",NA,"Whitakers","North Carolina","27891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-21,NA,"470 Melton Bridge Road, Whitakers, North Carolina, 27891",-77.8410386,36.1661192
"Quality Certification Services","Matt Adcock Jr.","4648 Range Rd",NA,"Oxford","North Carolina","27565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"4648 Range Rd, Oxford, North Carolina, 27565",-78.7392855,36.2745712
"Quality Certification Services","Matthew Jones","12604 NC 27 West",NA,"Broadway","North Carolina","27505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-03-02,NA,"12604 NC 27 West, Broadway, North Carolina, 27505",-79.013581,35.340609
"Quality Certification Services","Mayo River Holdings, LLC","2046 Smith Road",NA,"Stoneville","North Carolina","27048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-17,NA,"2046 Smith Road, Stoneville, North Carolina, 27048",-79.9386842,36.4973716
"International Certification Services, Inc","Mcclenny Farms, Inc","1246 Old Harvey Sutton Rd",NA,"Mt Olive","North Carolina","28365",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-02-15,NA,"1246 Old Harvey Sutton Rd, Mt Olive, North Carolina, 28365",-78.1553297,35.2127415
"Clemson University","Meadow Lane Beef, LLC","571 Leonard Farm Road",NA,"Louisburg","North Carolina","27549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-30,NA,"571 Leonard Farm Road, Louisburg, North Carolina, 27549",-78.23948,36.069883
"Quality Certification Services","Mike Mckinney/Mckinney Farms","228 Trails End Rd.",NA,"Reidsville","North Carolina","27320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-17,NA,"228 Trails End Rd., Reidsville, North Carolina, 27320",-79.549332,36.295349
"Ecocert ICO, LLC","Mill-Chem Manufacturing INC.","650 Bassett Dr.",NA,"Thomasville","North Carolina","27261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-12-28,NA,"650 Bassett Dr., Thomasville, North Carolina, 27261",-80.0517101,35.9107635
"Georgia Crop Improvement Association","Miller Farms, LLC","91 Village Landings Dr.",NA,"Marble","North Carolina","28905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-04-12,NA,"91 Village Landings Dr., Marble, North Carolina, 28905",-83.9366168,35.1655346
"International Certification Services, Inc","Morgan's Farms, Inc.","6521 Tom Ball Rd",NA,"Randleman","North Carolina","27317",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-11,NA,"6521 Tom Ball Rd, Randleman, North Carolina, 27317",-79.866354,35.906146
"Americert International","Mother Earth Brewing LLC","311 N. Heritage St",NA,"Kinston","North Carolina","28501",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-05-29,NA,"311 N. Heritage St, Kinston, North Carolina, 28501",-77.5826728,35.2626446
"International Certification Services, Inc","MW Harper Farming LLC","2135 John Green Smith Rd",NA,"Deep Run","North Carolina","28525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-09-15,NA,"2135 John Green Smith Rd, Deep Run, North Carolina, 28525",-77.682456,35.140291
"Clemson University","My Sister's Farm","3690 US Highway 117N",NA,"Burgaw","North Carolina","28425",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-30,NA,"3690 US Highway 117N, Burgaw, North Carolina, 28425",NA,NA
"International Certification Services, Inc","Myers, George","7062 NC Hwy 62N",NA,"Blanch","North Carolina","27212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-09-04,NA,"7062 NC Hwy 62N, Blanch, North Carolina, 27212",-79.25126,36.4813081
"Quality Certification Services","Nancy Jane Iseley","2960 Burch Bridge Road",NA,"Burlington","North Carolina","27217",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"2960 Burch Bridge Road, Burlington, North Carolina, 27217",-79.4699161,36.1445724
"International Certification Services, Inc","Nash Produce, LLC","6160 South N.C. Hwy 58",NA,"Nashville","North Carolina","27856",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-06-07,NA,"6160 South N.C. Hwy 58, Nashville, North Carolina, 27856",-78.0350444,36.0425262
"Quality Certification Services","Nature's Healthy Harvest","124 Charlie Ranall Rd.",NA,"Lawndale","North Carolina","28029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"124 Charlie Ranall Rd., Lawndale, North Carolina, 28029",-81.5562568,35.5179953
"International Certification Services, Inc","Nature's Healthy Harvest LLC","124 Charlie Randall Rd",NA,"Lawndale","North Carolina","28090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-06,NA,"124 Charlie Randall Rd, Lawndale, North Carolina, 28090",-81.6131621,35.4232141
"Clemson University","NC A&T University Mushroom Bio Lab","207 Carver Hall",NA,"Greensboro","North Carolina","27401",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-12-30,NA,"207 Carver Hall, Greensboro, North Carolina, 27401",NA,NA
"International Certification Services, Inc","NCDA-Mountain Research Station","265 Test Farm Road",NA,"Waynesville","North Carolina","28786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-14,NA,"265 Test Farm Road, Waynesville, North Carolina, 28786",-82.9682578,35.4870982
"International Certification Services, Inc","Neal Johnson Organics,LLC","6095 Meadow Brook Road",NA,"Benson","North Carolina","27504",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-20,NA,"6095 Meadow Brook Road, Benson, North Carolina, 27504",-78.3753138,35.316697
"Americert International","New Sprout Organic Farm LLC","190 Eastside Drive",NA,"Black Mountain","North Carolina","28711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-21,NA,"190 Eastside Drive, Black Mountain, North Carolina, 28711",-82.3583829,35.6077081
"Quality Certification Services","Nourishing Acres, LLC","8403 NC Highway 86 North",NA,"Cedar Grove","North Carolina","27231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-12-28,NA,"8403 NC Highway 86 North, Cedar Grove, North Carolina, 27231",-79.1746137,36.2157028
"International Certification Services, Inc","Nutkao USA Inc","7044 NC 48",NA,"Battleboro","North Carolina","27809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-10-06,NA,"7044 NC 48, Battleboro, North Carolina, 27809",-77.8191786,36.0535535
"Georgia Crop Improvement Association","Origin Food Group","306 Stamey Farm Road",NA,"Statesville","North Carolina","28677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-06-10,NA,"306 Stamey Farm Road, Statesville, North Carolina, 28677",-80.9730819,35.780227
"International Certification Services, Inc","Otter Branch Organics","956 Sheffield Rd.",NA,"Rose Hill","North Carolina","28458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-12-22,NA,"956 Sheffield Rd., Rose Hill, North Carolina, 28458",-78.006316,34.85289
"International Certification Services, Inc","Overby, Edward","4074B Ed Harris Road",NA,"Oxford","North Carolina","27565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019-11-03,NA,"4074B Ed Harris Road, Oxford, North Carolina, 27565",-78.5454444,36.2657712
